,_latitude,_longitude,arrival_of_the_freight_vehicle,number_of_operators,departure_of_the_freight_vehicle,number_of_available_trolleys,maximum_number_of_vehicles_in_the_traffic_jam,_record_id,_title,_server_updated_at,_updated_by,_geometry,plates,company_if_visible,visit_purpose,type_of_vehicle,refrigerated_truck,type_of_cargo,picture_of_the_parked_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,garage_blocking,accident,noise,traffic_congestion
45,19.03058484,-98.24607678,13:26,1,13:38,0,5.0,f4a602ca-651b-426d-9f76-26235729023d,"123 Boulevard Andromeda
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 21:29:21 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2460767776 19.0305848388),SN56338,Pipa de agua ,Delivery,Heavy duty truck,no,Water,https://web.fulcrumapp.com/photos/view?photos=1a88ef15-3b76-4bee-a6a7-77867727e06b,Double lane,yes,no,Rear,no,no,no,no
46,19.03191336,-98.2501926,15:00,2,15:21,1,5.0,4f30ea03-1942-41d6-8a0c-784d5d42018a,"123 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:28:26 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2501925963 19.0319133618),LB99390,Bonafont ,Delivery,Heavy duty truck,no,"""Non-alcoholic beverages (water, soda, etc.)""","https://web.fulcrumapp.com/photos/view?photos=57107ff9-da75-410a-bac3-11426b7f415a,da5c7616-88fb-4200-b042-e21a85e83e33",Street - next to the curbside,no,no,Side,no,no,no,no
47,19.02608248,-98.24929073,14:09,2,14:23,2,5.0,78332301-b37b-4907-af54-ab5447d68b98,"122 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:24:53 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2492907345 19.0260824818),SM69777,Bimbo,Delivery,Heavy duty truck,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=25f67a0e-0f90-4963-9224-4548c607d7b9,Street - next to the curbside,yes,no,Rear,no,no,no,no
48,19.03195977,-98.24869562,13:15,2,14:18,0,5.0,4770c182-25c2-45c5-b037-af1e91e6bf39,"820 Calle Andrómeda
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 20:20:00 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2486956194 19.0319597687),SM61748,Sabritas,Delivery,Heavy duty truck,no,Chips,"https://web.fulcrumapp.com/photos/view?photos=68716523-893a-489d-bb55-500a75785be3,cbdce283-0c07-471d-a75e-9ed8bcbc2ca9",Street - next to the curbside,no,no,Side,no,no,no,no
49,19.03567158,-98.26256778,13:55,1,14:03,0,5.0,ff5247f2-c585-4186-b053-2110d9c91ee8,"37–38 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 20:03:58 UTC,María Pedraza,SRID=4326;POINT(-98.2625677774 19.0356715777),Sm29694,Sabritas,Sales & delivery,Light truck or Van,no,Nonfood,https://web.fulcrumapp.com/photos/view?photos=6f116562-3dcb-4e8d-895e-d9187a80aec3,Street - next to the curbside,no,no,Rear,no,no,no,no
50,19.03576737,-98.26247591,13:49,2,13:55,0,5.0,e2ebbe77-82e7-42ef-a00f-31447cc4fd97,"38B Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:35 UTC,María Pedraza,SRID=4326;POINT(-98.2624759132 19.0357673722),Sp19719,Sabritas,Delivery,Light truck or Van,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=0d1cf38b-af95-4e77-abdb-ecbd1cb51e75,Street - next to the curbside,no,no,Rear,no,no,no,no
51,19.03505356,-98.26289614,13:25,2,13:41,0,5.0,7a5ee078-77dc-4ae3-bb34-a3ea51498a8e,"51 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:34 UTC,María Pedraza,SRID=4326;POINT(-98.2628961378 19.0350535564),Sp17204,Sabritas,Delivery,Pick-up,no,"""Meat (beef, poultry, pork, seafood, etc.)""",https://web.fulcrumapp.com/photos/view?photos=4fbcb989-6a3d-4dfb-bd0d-933bba2c60b5,Street - next to the curbside,no,no,Rear,no,no,no,no
52,19.03401664,-98.26284002,13:31,3,13:41,1,5.0,37ab2566-b109-4fe1-b746-c39b26128686,"703 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:33 UTC,María Pedraza,SRID=4326;POINT(-98.2628400234 19.0340166363),Nv5303a,Pepsi,Delivery,Light truck or Van,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=8f7bcb48-4349-4f70-ab7b-cb8bfb15f528,Street - next to the curbside,no,no,Side,no,no,no,no
53,19.03451455,-98.26354094,13:21,1,13:28,0,5.0,a320db7e-7291-4edc-a2d1-ba652932156b,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:33 UTC,María Pedraza,SRID=4326;POINT(-98.2635409444 19.034514549),Xx7123a,Pepsi,Delivery,Pick-up,no,"""Paper Goods (paper towels, toilet paper, etc.)"",""Personal care (shampoo, soap, etc.)""",https://web.fulcrumapp.com/photos/view?photos=375360ca-5f44-4f60-b3d5-c80e8e76dbbc,Street - next to the curbside,no,no,Rear,no,no,no,no
54,19.03458605,-98.2639965,10:30,2,10:30,0,5.0,a4a324db-66a0-44b5-8173-00ec7a3f1cd4,"4403 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:32 UTC,María Pedraza,SRID=4326;POINT(-98.2639964957 19.0345860549),Sp01608,EpurA,Delivery,Light truck or Van,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=379d7a94-9d69-4694-bdf2-04b68a04187b,Double lane,no,no,Side,yes,no,no,no
55,19.03457953,-98.2641675,13:00,1,13:07,0,5.0,c808dd05-935b-4886-a9ee-68423df95168,"1409 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:32 UTC,María Pedraza,SRID=4326;POINT(-98.2641675045 19.0345795332),Nwj8241,EpurA,Delivery,Pick-up,no,Tlapalería,https://web.fulcrumapp.com/photos/view?photos=1ff1bff0-091f-43ab-becd-42b2f1a3f56d,Street - next to the curbside,no,no,Rear,no,no,no,no
56,19.03514334,-98.26657739,12:50,1,12:57,0,5.0,c09a34b6-013e-4019-b413-3e25a1bfe042,"4138–4183 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:31 UTC,María Pedraza,SRID=4326;POINT(-98.2665773949 19.0351433435),Sp21948,EpurA,Sales & delivery,Light truck or Van,no,"""Personal care (shampoo, soap, etc.)""",https://web.fulcrumapp.com/photos/view?photos=b6427f31-dab3-4f56-9af9-1586b6d9c960,Street - next to the curbside,no,no,Rear,no,no,no,no
57,19.03547529,-98.26774155,12:40,1,12:52,0,5.0,0341e783-eb96-4f77-8629-04289dba411c,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:30 UTC,María Pedraza,SRID=4326;POINT(-98.2677415465 19.0354752905),Sn75443,EpurA,Delivery,Light truck or Van,no,Papelería,https://web.fulcrumapp.com/photos/view?photos=630db295-5c20-44c2-94f2-cafd4e4c3aa9,Public parking lot,no,no,Rear,no,no,no,no
58,19.03523033,-98.2673591,12:35,1,12:48,0,5.0,2b0e047a-b369-4837-89ea-dc2ee2683bb3,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:30 UTC,María Pedraza,SRID=4326;POINT(-98.2673591003 19.0352303319),Trx8426,EpurA,Sales & delivery,Automobile,no,"""Alcoholic beverages (beer, liquor, etc.)""",https://web.fulcrumapp.com/photos/view?photos=fdd14ab3-03ee-43d8-99cc-e3494e087447,Street - next to the curbside,no,no,Rear,no,no,no,yes
59,19.03526136,-98.26670927,12:30,2,12:44,0,5.0,4b60fdac-1b7e-4fa4-bc52-165984631f40,"4002 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:29 UTC,María Pedraza,SRID=4326;POINT(-98.2667092728 19.0352613585),Ajf942A,EpurA,Delivery,SUV,no,"""Meat (beef, poultry, pork, seafood, etc.)""",https://web.fulcrumapp.com/photos/view?photos=eac23e81-d0bd-44f6-b90c-eacb36d1102f,Street - next to the curbside,yes,no,Rear,no,no,no,yes
60,19.03567092,-98.26255987,13:54,2,13:54,1,5.0,21b558f1-9d59-4f81-a89f-0024864c8120,"37–38 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:10 UTC,Carol Cázares,SRID=4326;POINT(-98.2625598689 19.0356709219),LF48486,EpurA,Delivery,Light truck or Van,yes,"""Meat (beef, poultry, pork, seafood, etc.)""",https://web.fulcrumapp.com/photos/view?photos=0e64b26f-20cd-4e8f-9e4c-6e8ae43ea236,Street - next to the curbside,no,yes,Rear,no,no,no,no
61,19.0356523,-98.26239232,13:42,1,13:42,2,5.0,20d7fb07-39ae-4bf0-9edf-1781d965a52f,"38B Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:09 UTC,Carol Cázares,SRID=4326;POINT(-98.2623923198 19.0356522985),SP17065,EpurA,Delivery,Pick-up,no,Nonfood,https://web.fulcrumapp.com/photos/view?photos=c3989089-a10a-4da9-a7dc-4ee23b5af5c8,Street - next to the curbside,no,no,Rear,no,no,no,no
62,19.0343777,-98.2631016,13:38,2,13:40,2,5.0,7afa0159-f5aa-4e85-9403-220ec8781e1c,"4410 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:09 UTC,Carol Cázares,SRID=4326;POINT(-98.2631015965 19.0343777044),SN64989,EpurA,Sales & delivery,Light truck or Van,yes,"""Meat (beef, poultry, pork, seafood, etc.)"",Other",https://web.fulcrumapp.com/photos/view?photos=a07f41d8-aed9-46c4-856a-e87145fbeef6,Dedicated unloading area (Bay),yes,yes,Rear,no,no,no,no
63,19.03439204,-98.26308148,13:34,1,13:36,2,5.0,fa6524ba-5644-46a2-8e12-87e92cbb16a6,"4410 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:08 UTC,Carol Cázares,SRID=4326;POINT(-98.2630814799 19.0343920374),SN56453,EpurA,Delivery,Pick-up,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=e6c67879-803d-4901-94e5-c722f122eed4,Street - next to the curbside,no,yes,Side,no,no,no,no
64,19.03436895,-98.26335917,13:31,1,13:31,1,5.0,c05e7597-d89f-45c9-ab54-b5664ae5e4aa,"4410 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:08 UTC,Carol Cázares,SRID=4326;POINT(-98.2633591724 19.0343689453),SN45694,EpurA,Sales & delivery,Pick-up,no,Produce (fruits & vegetables),https://web.fulcrumapp.com/photos/view?photos=89f18005-1f3c-4c83-8f9d-ff84527d836a,Street - next to the curbside,no,no,Rear,yes,no,no,no
65,19.0346142,-98.26515114,12:58,1,12:58,1,5.0,383d2608-f4e2-4b5e-8ffe-39ba0b3b7925,"4406A Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:08 UTC,Carol Cázares,SRID=4326;POINT(-98.2651511394 19.0346141998),SN64573,EpurA,Sales & delivery,Pick-up,yes,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=3fc9e1de-c6de-43f1-beee-dd2de849f10d,Street - next to the curbside,no,yes,Rear,yes,no,no,no
66,19.03479393,-98.26557855,12:55,1,12:56,1,5.0,0bbc0165-52b0-4cdb-877c-1a7bc6002e97,"4406 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:07 UTC,Carol Cázares,SRID=4326;POINT(-98.2655785544 19.0347939344),TYV935A,EpurA,Delivery,Automobile,no,"""Paper Goods (paper towels, toilet paper, etc.)""",https://web.fulcrumapp.com/photos/view?photos=a5b6c148-d100-4ef1-a2da-d3e12cf20a9c,Street - next to the curbside,no,no,Side,no,yes,no,no
67,19.03547423,-98.26782606,12:47,1,12:48,3,5.0,54c9871b-2aad-4731-8da6-415a7955cd28,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:07 UTC,Carol Cázares,SRID=4326;POINT(-98.2678260562 19.035474225),UNL502A,EpurA,Delivery,Automobile,no,"""Alcoholic beverages (beer, liquor, etc.)""",https://web.fulcrumapp.com/photos/view?photos=1b8042c4-6d37-4f09-bf80-0090143a8e43,Store's garage,no,no,Rear,no,no,yes,no
68,19.0353029,-98.2667691,12:42,2,12:45,2,5.0,09ee2b22-0bcf-413a-80a1-d6d1faf1697e,"San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:06 UTC,Carol Cázares,SRID=4326;POINT(-98.2667690982 19.0353028989),NZN8789,EpurA,Sales & delivery,Automobile,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=abfd9956-5da3-4603-b452-acff2787b38b,Street - next to the curbside,no,no,Side,no,no,no,no
69,19.04058168,-98.1953289,11:50,1,12:02,0,5.0,8afaf0f0-7de8-457c-b165-a36b53363c66,"605 Avenida 5 Oriente
Puebla PUE 72000
MX",2022-11-10 18:03:47 UTC,Emilio Garza,SRID=4326;POINT(-98.1953289013 19.0405816752),Tuv109a,Coca cola ,Sales (usually small car or motorcycle),Automobile,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=5992e3af-f1f9-43db-ad32-ce7326d3bbae,Street - next to the curbside,no,no,Side,no,no,no,no
70,19.04304597,-98.19388314,10:25,1,10:28,0,5.0,01ca43a6-1a2e-49f5-b949-749c89263d3b,"414 Avenida 2 Oriente
Puebla PUE 72000
MX",2022-11-10 17:57:09 UTC,Emilio Garza,SRID=4326;POINT(-98.1938831401 19.0430459701),XE-9923-ª,no ,Delivery,Pick-up,no,Nonfood,https://web.fulcrumapp.com/photos/view?photos=a9dd0524-8f3c-4abe-9913-dc4616b2ef77,Street - next to the curbside,yes,no,Rear,no,no,no,no
71,18.99926967,-98.27431241,11:30,2,12:00,0,5.0,e3de2e0f-79f4-4698-a6e4-064aa921a5fb,"102 Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72070
MX",2022-11-10 17:36:58 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2743124083 18.9992696699),LE-49-828,Bonafont ,Delivery,Heavy duty truck,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=cb69b3b2-f00d-4339-8b7a-440149a0df02,Street - next to the curbside,yes,no,Side,no,no,no,no
72,18.99942299,-98.27406177,11:32,1,11:50,0,5.0,75037107-c676-446a-ba1d-ab04881a6f67,"102 Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72070
MX",2022-11-10 17:36:34 UTC,José López,SRID=4326;POINT(-98.2740617731 18.9994229889),SP-12-917,Factory Blinds ,Delivery,Light truck or Van,no,Curtains and blinds,https://web.fulcrumapp.com/photos/view?photos=ded0b28d-88b2-460b-b657-695123ecbb3c,Public parking lot,no,no,Rear,no,no,no,no
73,19.0061103,-98.26566966,11:30,2,11:45,1,5.0,3b3b959a-bc54-4825-8d79-f8e957a0355b,"Boulevard los Reyes
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:26:24 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2656696569 19.0061102975),SK-79-911,Coca-cola,Delivery,Heavy duty truck,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=1ee5abab-5e09-423e-afb2-c1996a4aece2,Street - next to the curbside,yes,no,Side,yes,no,yes,no
74,19.00591817,-98.26561022,11:25,2,11:43,1,5.0,1464422d-78c5-4cfa-afa6-5bf569e882d2,"6432 9 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:22:47 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2656102226 19.0059181653),SI-79-791,Lyncott,Delivery,Heavy duty truck,no,"""Dairy (milk, cheese, etc.)""",https://web.fulcrumapp.com/photos/view?photos=f2988215-8bf5-4b98-bfce-7bf0f5b963e5,Street - next to the curbside,no,no,Rear,no,no,no,no
75,19.00608853,-98.26564701,11:18,2,11:40,1,5.0,98008626-eea4-4f9a-ab80-de6e7c716207,"Boulevard los Reyes
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:21:59 UTC,José López,SRID=4326;POINT(-98.2656470128 19.0060885297),SUD-88-59,Maruchan,Delivery,Light truck or Van,no,Pasta,https://web.fulcrumapp.com/photos/view?photos=a405f6a7-fdf6-421b-b016-11e132ca3794,Public parking lot,no,no,Rear,no,no,no,no
76,19.00410557,-98.26648632,11:08,2,11:40,1,5.0,897dd608-be28-4337-b503-5dc70df1e2de,"47 Calle Rincón de Londrés
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:12:13 UTC,José López,SRID=4326;POINT(-98.2664863187 19.0041055733),SP-35-196,Barcel,Delivery,Light truck or Van,no,Snacks,https://web.fulcrumapp.com/photos/view?photos=f826fb0b-9837-4903-9720-b39b7fa103bb,Public parking lot,no,no,Side,no,no,no,no
77,19.00407821,-98.26650558,11:30,1,11:48,0,5.0,d53e75b4-8ee0-4fa1-9afc-aa6a595f2c4e,"5509 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:07:36 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2665055835 19.0040782142),SN-24-270,La postrería,Delivery,Light truck or Van,yes,"""Bakery (bread, cookies, cakes, etc.)"",Other",https://web.fulcrumapp.com/photos/view?photos=c4c72788-b7ca-44ca-8a19-beba8db3ef3b,Street - next to the curbside,yes,no,Rear,yes,no,no,no
78,18.9995543,-98.27481945,11:05,2,11:55,0,5.0,fc071255-4719-452d-9a71-dc93303e5891,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:07:23 UTC,José López,SRID=4326;POINT(-98.2748194505 18.9995542997),NW-5910-B,Clínica Veterinaria Angelopolis,Delivery,Light truck or Van,no,Pets,https://web.fulcrumapp.com/photos/view?photos=9f777625-7781-4e92-bd1e-8a3e82b31f33,Public parking lot,no,no,Rear,no,no,no,no
79,19.00451388,-98.26621164,10:40,1,11:00,1,5.0,f9dd984b-722a-4c26-aaef-d8ad2dff57b6,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:06:39 UTC,José López,SRID=4326;POINT(-98.2662116407 19.0045138808),SN-62-925,Corporativo Industrial ,Delivery,Light truck or Van,no,"""Meat (beef, poultry, pork, seafood, etc.)""",https://web.fulcrumapp.com/photos/view?photos=71ba06ab-6e77-44b2-89a3-a61c2857a7f0,Public parking lot,no,no,Rear,no,no,no,no
80,19.00453154,-98.26617635,10:55,1,11:28,1,5.0,94b03890-ef1b-4e87-bf0d-42bb64babb73,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:02:34 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.266176348 19.0045315432),SN-26-707,La Medina,Delivery,Light truck or Van,no,"""Personal care (shampoo, soap, etc.)""",https://web.fulcrumapp.com/photos/view?photos=a1888f7b-fbf3-42c6-a9e9-6ea56138b9d5,Public parking lot,no,no,Side,no,no,no,no
81,19.00445494,-98.26619561,10:58,2,11:21,1,5.0,0494e54e-1037-4788-9e37-b6bab949011b,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:01:55 UTC,José López,SRID=4326;POINT(-98.2661956084 19.0044549387),LE-98-646,LALA,Delivery,Heavy duty truck,yes,"""Dairy (milk, cheese, etc.)""",https://web.fulcrumapp.com/photos/view?photos=0e561950-a6e2-49a6-840e-84f2cb8c2737,Street - next to the curbside,no,no,Side,no,no,no,yes
82,18.99957386,-98.27482134,10:47,1,11:34,0,5.0,49b79862-d297-4391-bc6e-3e6d8b32d54a,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:48:45 UTC,José López,SRID=4326;POINT(-98.2748213411 18.9995738631),SP-14-383,Voila ,Delivery,Light truck or Van,no,"""Dairy (milk, cheese, etc.)"",Other",https://web.fulcrumapp.com/photos/view?photos=a74c3ed8-f9e7-42da-b7ab-cca51705b954,Public parking lot,no,no,Rear,no,no,no,no
83,19.00185877,-98.27195734,09:15,1,11:25,0,5.0,7e301ca0-760e-4dbc-bd53-626e4447fb89,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:41:18 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2719573354 19.0018587687),SP-07-568,Tintosmart ,Delivery,Light truck or Van,no,Clothes,https://web.fulcrumapp.com/photos/view?photos=6d22f315-505d-4694-aeac-f43e14e699ef,Public parking lot,no,no,Rear,no,no,no,no
84,19.00180498,-98.27193511,10:45,1,11:17,1,5.0,be7db0e0-83ad-4486-aa8f-7d31402c2b92,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:38:32 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2719351122 19.001804982),30ARU9,Abastessen ,Delivery,Light truck or Van,no,"""Meat (beef, poultry, pork, seafood, etc.)""",https://web.fulcrumapp.com/photos/view?photos=60cd11ec-c20e-428d-8411-d4f2a72d6b5b,Public parking lot,no,no,Rear,no,no,no,no
85,19.00177928,-98.27183669,10:34,2,11:00,0,5.0,27bd6132-61df-496d-b780-9db89359dfc8,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:37:34 UTC,José López,SRID=4326;POINT(-98.2718366883 19.0017792847),TMK-54-66,La central ,Delivery,Light truck or Van,no,Produce (fruits & vegetables),https://web.fulcrumapp.com/photos/view?photos=1d23463a-e5f5-486a-9b78-18799b7b5653,Public parking lot,no,no,Rear,no,no,no,no
86,19.00543234,-98.26712707,10:30,1,10:48,0,5.0,e648abf8-df90-46a2-af06-ee5d9662078d,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:25:35 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2671270711 19.0054323353),UCU-271-A,La central ,Delivery,Automobile,no,Produce (fruits & vegetables),https://web.fulcrumapp.com/photos/view?photos=fa3a2d18-26e6-48f7-b693-a67c398559c6,Street - next to the curbside,no,no,Side,no,no,no,no
87,19.0056721,-98.26758947,09:30,2,10:15,0,5.0,cfb746bd-5e38-4361-9f45-be1af04f11da,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:20:02 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2675894663 19.005672101),SM-71-921,Tripoli ,Delivery,Light truck or Van,no,Food,"https://web.fulcrumapp.com/photos/view?photos=71317241-3a97-47b5-b10a-89a84773c97e,1b985fd3-1960-46df-b966-67d27c615359",Public parking lot,no,no,Rear,no,no,no,no
88,19.0056276,-98.26760789,09:25,2,11:00,1,5.0,bdd67e61-886a-45ca-ad5c-2422505548ae,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:16:44 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2676078903 19.0056275995),SL-32-364,La Concordia ,Delivery,Heavy duty truck,no,Decorations,https://web.fulcrumapp.com/photos/view?photos=8ad9d2eb-a676-4380-87c7-37a43688c34c,Public parking lot,no,no,Rear,no,no,no,no
89,19.00564274,-98.2676258,10:10,4,10:30,1,5.0,a626a0df-ca03-4bc9-b0c7-9d1df43daafa,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:16:23 UTC,José López,SRID=4326;POINT(-98.2676258041 19.0056427428),72-AX-6J,TUMSA,Delivery,Heavy duty truck,yes,"""Bakery (bread, cookies, cakes, etc.)""","https://web.fulcrumapp.com/photos/view?photos=5f3fe3de-1755-4174-ac5b-1241c063a210,708f780b-77f0-4790-886c-8438c0dce063",Public parking lot,no,no,Side,no,no,no,no
90,19.00572213,-98.26756085,10:00,2,10:35,0,5.0,e5083ea9-1726-4da7-bae0-86ed1cfbc192,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:13:01 UTC,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.267560852 19.005722126),SJ-79-906,TUMSA,Sales & delivery,Pick-up,no,Produce (fruits & vegetables),https://web.fulcrumapp.com/photos/view?photos=d4718352-ddbb-47ad-8031-545c2093ddb9,Dedicated unloading area (Bay),no,no,Rear,no,no,no,no
